48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
48469747,-95372061,-10383260,-6885031,9,9,9,9
