1,0.0490876,0.765862
2,0.049088,0.76586
3,0.0490868,0.765857
4,0.0490843,0.765829
5,0.04907,0.765735
6,0.0490233,0.765248
7,0.0489533,0.764378
8,0.0488644,0.763291
9,0.0487171,0.760613
10,0.0486533,0.760644
11,0.0484756,0.757429
12,0.0483936,0.75678
13,0.048163,0.753763
14,0.0480717,0.750113
15,0.0478146,0.748807
16,0.0476079,0.745164
17,0.0474298,0.740757
18,0.0471241,0.73737
19,0.0469006,0.73397
20,0.0466639,0.729271
21,0.0463182,0.724807
22,0.0460348,0.720705
23,0.0457275,0.714631
24,0.0453511,0.709516
25,0.0449954,0.704504
26,0.0446803,0.698007
27,0.0442534,0.692932
28,0.0438842,0.686242
29,0.0435098,0.680247
30,0.0430223,0.673462
31,0.0426442,0.666691
32,0.0422015,0.660017
33,0.0417256,0.653079
34,0.0412996,0.645591
35,0.0408177,0.638728
36,0.040368,0.631435
37,0.0399175,0.624047
38,0.0394082,0.616992
39,0.0389857,0.609243
40,0.0384484,0.601792
41,0.0379414,0.593576
42,0.037466,0.585825
43,0.0369521,0.578345
44,0.0364779,0.570517
45,0.0359619,0.562797
46,0.0354802,0.555022
47,0.0349722,0.547115
48,0.0344579,0.539225
49,0.033928,0.530569
50,0.0333991,0.522765
51,0.0329041,0.514834
52,0.0324064,0.506881
53,0.0319012,0.498951
54,0.0314011,0.491017
55,0.0308931,0.483314
56,0.0303668,0.474783
57,0.0298701,0.467019
58,0.02934,0.459077
59,0.0288718,0.451122
60,0.0283794,0.443575
61,0.0278834,0.435782
62,0.0274107,0.428172
63,0.0268919,0.420198
64,0.0264298,0.412628
65,0.025956,0.405308
66,0.0254881,0.397913
67,0.0250275,0.390357
68,0.024568,0.383281
69,0.0241233,0.376192
70,0.023659,0.36872
71,0.0232223,0.362084
72,0.0228082,0.355075
73,0.022382,0.348489
74,0.0219711,0.342098
75,0.0215745,0.335669
76,0.02116,0.329263
77,0.0207303,0.322377
78,0.0203463,0.316502
79,0.0199848,0.310564
80,0.019622,0.305068
81,0.0192762,0.299573
82,0.0189315,0.294223
83,0.0186058,0.289214
84,0.0182541,0.283826
85,0.0179378,0.278826
86,0.0176285,0.274098
87,0.0173367,0.269515
88,0.0170463,0.265125
89,0.016753,0.260659
90,0.0164864,0.256498
91,0.0162197,0.252303
92,0.0159355,0.248018
93,0.0156796,0.243947
94,0.015418,0.240077
95,0.0151715,0.236131
96,0.0149257,0.232313
97,0.0146949,0.228696
98,0.014453,0.224978
99,0.01423,0.221541
100,0.0139819,0.217684
101,0.0137659,0.21425
